#,Date-Time (HST),"pH , pH","Temperature , °C","Millivolts , mv"
8497,04/19/2026 14:03:00,8.06,27.48,-69.22
8498,04/19/2026 14:04:00,8.06,27.51,-69.31
8499,04/19/2026 14:05:00,8.05,27.48,-69.17
8500,04/19/2026 14:06:00,8.05,27.46,-69.06
8501,04/19/2026 14:07:00,8.05,27.46,-69.10
8502,04/19/2026 14:08:00,8.05,27.46,-69.16
8503,04/19/2026 14:09:00,8.05,27.46,-69.16
8504,04/19/2026 14:10:00,8.05,27.46,-69.11
8505,04/19/2026 14:11:00,8.05,27.46,-69.16
8506,04/19/2026 14:12:00,8.05,27.43,-69.14
8507,04/19/2026 14:13:00,8.05,27.46,-69.17
8508,04/19/2026 14:14:00,8.06,27.43,-69.22
8509,04/19/2026 14:15:00,8.05,27.43,-69.17
8510,04/19/2026 14:16:00,8.05,27.41,-69.11
8511,04/19/2026 14:17:00,8.05,27.41,-69.14
8512,04/19/2026 14:18:00,8.05,27.38,-69.14
8513,04/19/2026 14:19:00,8.05,27.36,-69.13
8514,04/19/2026 14:20:00,8.05,27.36,-69.11
8515,04/19/2026 14:21:00,8.05,27.33,-68.99
8516,04/19/2026 14:22:00,8.05,27.31,-68.96
8517,04/19/2026 14:23:00,8.05,27.28,-68.85
8518,04/19/2026 14:24:00,8.05,27.28,-68.75
8519,04/19/2026 14:25:00,8.05,27.26,-68.69
8520,04/19/2026 14:26:00,8.05,27.26,-68.78
8521,04/19/2026 14:27:00,8.05,27.23,-68.78
8522,04/19/2026 14:28:00,8.05,27.23,-68.91
8523,04/19/2026 14:29:00,8.05,27.23,-68.89
8524,04/19/2026 14:30:00,8.05,27.23,-68.97
8525,04/19/2026 14:31:00,8.05,27.26,-69.06
8526,04/19/2026 14:32:00,8.05,27.26,-69.11
8527,04/19/2026 14:33:00,8.05,27.26,-69.11
8528,04/19/2026 14:34:00,8.06,27.28,-69.22
8529,04/19/2026 14:35:00,8.06,27.28,-69.38
8530,04/19/2026 14:36:00,8.06,27.31,-69.50
8531,04/19/2026 14:37:00,8.06,27.31,-69.41
8532,04/19/2026 14:38:00,8.06,27.31,-69.39
8533,04/19/2026 14:39:00,8.06,27.31,-69.52
8534,04/19/2026 14:40:00,8.06,27.33,-69.49
8535,04/19/2026 14:41:00,8.06,27.31,-69.41
8536,04/19/2026 14:42:00,8.06,27.31,-69.42
8537,04/19/2026 14:43:00,8.06,27.31,-69.44
8538,04/19/2026 14:44:00,8.06,27.28,-69.41
8539,04/19/2026 14:45:00,8.06,27.28,-69.17
8540,04/19/2026 14:46:00,8.05,27.26,-69.08
8541,04/19/2026 14:47:00,8.05,27.26,-69.05
8542,04/19/2026 14:48:00,8.05,27.23,-69.00
8543,04/19/2026 14:49:00,8.05,27.23,-68.80
8544,04/19/2026 14:50:00,8.05,27.23,-68.88
8545,04/19/2026 14:51:00,8.05,27.21,-68.60
8546,04/19/2026 14:52:00,8.05,27.21,-68.63
8547,04/19/2026 14:53:00,8.04,27.19,-68.42
8548,04/19/2026 14:54:00,8.05,27.23,-68.78
8549,04/19/2026 14:55:00,8.04,27.21,-68.53
8550,04/19/2026 14:56:00,8.04,27.19,-68.47
8551,04/19/2026 14:57:00,8.04,27.16,-68.27
8552,04/19/2026 14:58:00,8.04,27.14,-68.21
8553,04/19/2026 14:59:00,8.04,27.14,-68.25
8554,04/19/2026 15:00:00,8.04,27.11,-68.00
8555,04/19/2026 15:01:00,8.04,27.09,-68.03
8556,04/19/2026 15:02:00,8.04,27.09,-68.03
8557,04/19/2026 15:03:00,8.03,27.06,-67.94
8558,04/19/2026 15:04:00,8.03,27.06,-67.94
8559,04/19/2026 15:05:00,8.03,27.04,-67.81
8560,04/19/2026 15:06:00,8.03,27.04,-67.78
8561,04/19/2026 15:07:00,8.03,27.04,-67.88
8562,04/19/2026 15:08:00,8.03,27.04,-67.89
8563,04/19/2026 15:09:00,8.03,27.01,-67.80
8564,04/19/2026 15:10:00,8.03,27.01,-67.86
8565,04/19/2026 15:11:00,8.03,26.99,-67.78
8566,04/19/2026 15:12:00,8.03,27.01,-67.81
8567,04/19/2026 15:13:00,8.03,26.99,-67.88
8568,04/19/2026 15:14:00,8.03,26.99,-67.94
8569,04/19/2026 15:15:00,8.03,26.99,-67.89
8570,04/19/2026 15:16:00,8.03,26.99,-67.80
8571,04/19/2026 15:17:00,8.03,26.99,-67.83
8572,04/19/2026 15:18:00,8.03,26.99,-67.88
8573,04/19/2026 15:19:00,8.03,26.99,-67.86
8574,04/19/2026 15:20:00,8.04,26.99,-67.99
8575,04/19/2026 15:21:00,8.03,26.99,-67.83
8576,04/19/2026 15:22:00,8.03,26.99,-67.83
8577,04/19/2026 15:23:00,8.03,26.99,-67.80
8578,04/19/2026 15:24:00,8.03,26.99,-67.83
8579,04/19/2026 15:25:00,8.03,26.99,-67.92
8580,04/19/2026 15:26:00,8.03,26.99,-67.91
8581,04/19/2026 15:27:00,8.03,26.99,-67.89
8582,04/19/2026 15:28:00,8.03,26.99,-67.91
8583,04/19/2026 15:29:00,8.03,26.96,-67.91
8584,04/19/2026 15:30:00,8.03,26.96,-67.85
8585,04/19/2026 15:31:00,8.03,26.96,-67.80
8586,04/19/2026 15:32:00,8.03,26.96,-67.85
8587,04/19/2026 15:33:00,8.03,26.96,-67.92
8588,04/19/2026 15:34:00,8.03,26.96,-67.91
8589,04/19/2026 15:35:00,8.04,26.96,-67.99
8590,04/19/2026 15:36:00,8.04,26.96,-67.99
8591,04/19/2026 15:37:00,8.04,26.96,-68.05
8592,04/19/2026 15:38:00,8.04,26.96,-68.02
8593,04/19/2026 15:39:00,8.03,26.96,-67.89
8594,04/19/2026 15:40:00,8.03,26.96,-67.92
8595,04/19/2026 15:41:00,8.04,26.96,-68.00
8596,04/19/2026 15:42:00,8.04,26.94,-68.00
8597,04/19/2026 15:43:00,8.04,26.96,-68.06
8598,04/19/2026 15:44:00,8.04,26.96,-68.11
8599,04/19/2026 15:45:00,8.04,26.96,-68.10
8600,04/19/2026 15:46:00,8.03,26.94,-67.92
8601,04/19/2026 15:47:00,8.04,26.94,-68.03
8602,04/19/2026 15:48:00,8.03,26.92,-67.91
8603,04/19/2026 15:49:00,8.03,26.92,-67.89
8604,04/19/2026 15:50:00,8.03,26.89,-67.78
8605,04/19/2026 15:51:00,8.03,26.89,-67.80
8606,04/19/2026 15:52:00,8.03,26.87,-67.78
8607,04/19/2026 15:53:00,8.03,26.87,-67.75
8608,04/19/2026 15:54:00,8.03,26.84,-67.69
8609,04/19/2026 15:55:00,8.03,26.87,-67.80
8610,04/19/2026 15:56:00,8.03,26.87,-67.80
8611,04/19/2026 15:57:00,8.03,26.84,-67.67
8612,04/19/2026 15:58:00,8.03,26.84,-67.74
8613,04/19/2026 15:59:00,8.03,26.84,-67.72
8614,04/19/2026 16:00:00,8.03,26.84,-67.72
8615,04/19/2026 16:01:00,8.03,26.84,-67.71
8616,04/19/2026 16:02:00,8.03,26.84,-67.77
8617,04/19/2026 16:03:00,8.03,26.82,-67.71
8618,04/19/2026 16:04:00,8.03,26.82,-67.72
8619,04/19/2026 16:05:00,8.03,26.84,-67.78
8620,04/19/2026 16:06:00,8.03,26.82,-67.74
8621,04/19/2026 16:07:00,8.03,26.84,-67.75
8622,04/19/2026 16:08:00,8.03,26.84,-67.78
8623,04/19/2026 16:09:00,8.03,26.84,-67.77
8624,04/19/2026 16:10:00,8.03,26.82,-67.75
8625,04/19/2026 16:11:00,8.03,26.84,-67.83
8626,04/19/2026 16:12:00,8.03,26.82,-67.81
8627,04/19/2026 16:13:00,8.03,26.84,-67.91
8628,04/19/2026 16:14:00,8.03,26.84,-67.85
8629,04/19/2026 16:15:00,8.04,26.84,-67.92
8630,04/19/2026 16:16:00,8.04,26.84,-67.96
8631,04/19/2026 16:17:00,8.04,26.84,-67.97
8632,04/19/2026 16:18:00,8.04,26.84,-67.99
8633,04/19/2026 16:19:00,8.04,26.84,-67.97
8634,04/19/2026 16:20:00,8.04,26.84,-68.02
8635,04/19/2026 16:21:00,8.04,26.84,-68.02
8636,04/19/2026 16:22:00,8.04,26.87,-68.08
8637,04/19/2026 16:23:00,8.04,26.87,-68.08
8638,04/19/2026 16:24:00,8.04,26.87,-68.08
8639,04/19/2026 16:25:00,8.04,26.87,-68.13
8640,04/19/2026 16:26:00,8.04,26.87,-68.16
8641,04/19/2026 16:27:00,8.04,26.87,-68.11
8642,04/19/2026 16:28:00,8.04,26.87,-68.19
8643,04/19/2026 16:29:00,8.04,26.87,-68.28
8644,04/19/2026 16:30:00,8.04,26.87,-68.11
8645,04/19/2026 16:31:00,8.04,26.87,-68.17
8646,04/19/2026 16:32:00,8.04,26.87,-68.24
8647,04/19/2026 16:33:00,8.04,26.87,-68.17
8648,04/19/2026 16:34:00,8.04,26.89,-68.19
8649,04/19/2026 16:35:00,8.04,26.89,-68.24
8650,04/19/2026 16:36:00,8.04,26.89,-68.28
8651,04/19/2026 16:37:00,8.04,26.89,-68.28
8652,04/19/2026 16:38:00,8.04,26.89,-68.30
8653,04/19/2026 16:39:00,8.04,26.89,-68.44
8654,04/19/2026 16:40:00,8.04,26.89,-68.46
8655,04/19/2026 16:41:00,8.04,26.89,-68.35
8656,04/19/2026 16:42:00,8.04,26.89,-68.28
8657,04/19/2026 16:43:00,8.04,26.89,-68.33
8658,04/19/2026 16:44:00,8.04,26.92,-68.38
8659,04/19/2026 16:45:00,8.04,26.92,-68.38
8660,04/19/2026 16:46:00,8.04,26.92,-68.33
8661,04/19/2026 16:47:00,8.04,26.92,-68.31
8662,04/19/2026 16:48:00,8.04,26.89,-68.33
8663,04/19/2026 16:49:00,8.04,26.89,-68.38
8664,04/19/2026 16:50:00,8.04,26.92,-68.38
8665,04/19/2026 16:51:00,8.04,26.92,-68.39
8666,04/19/2026 16:52:00,8.04,26.92,-68.41
8667,04/19/2026 16:53:00,8.04,26.92,-68.42
8668,04/19/2026 16:54:00,8.04,26.92,-68.41
8669,04/19/2026 16:55:00,8.04,26.89,-68.25
8670,04/19/2026 16:56:00,8.04,26.92,-68.28
8671,04/19/2026 16:57:00,8.04,26.89,-68.13
8672,04/19/2026 16:58:00,8.04,26.89,-68.02
8673,04/19/2026 16:59:00,8.04,26.89,-68.02
8674,04/19/2026 17:00:00,8.04,26.87,-67.94
8675,04/19/2026 17:01:00,8.03,26.87,-67.86
8676,04/19/2026 17:02:00,8.03,26.87,-67.77
8677,04/19/2026 17:03:00,8.03,26.84,-67.66
8678,04/19/2026 17:04:00,8.03,26.82,-67.58
8679,04/19/2026 17:05:00,8.03,26.82,-67.50
8680,04/19/2026 17:06:00,8.03,26.82,-67.50
8681,04/19/2026 17:07:00,8.03,26.82,-67.47
8682,04/19/2026 17:08:00,8.03,26.82,-67.44
8683,04/19/2026 17:09:00,8.03,26.79,-67.41
8684,04/19/2026 17:10:00,8.02,26.79,-67.27
8685,04/19/2026 17:11:00,8.02,26.79,-67.21
8686,04/19/2026 17:12:00,8.02,26.77,-67.10
8687,04/19/2026 17:13:00,8.02,26.77,-67.05
8688,04/19/2026 17:14:00,8.02,26.77,-66.94
8689,04/19/2026 17:15:00,8.02,26.74,-66.85
8690,04/19/2026 17:16:00,8.02,26.74,-66.80
8691,04/19/2026 17:17:00,8.02,26.74,-66.77
8692,04/19/2026 17:18:00,8.02,26.74,-66.78
8693,04/19/2026 17:19:00,8.02,26.74,-66.75
8694,04/19/2026 17:20:00,8.01,26.74,-66.72
8695,04/19/2026 17:21:00,8.01,26.74,-66.69
8696,04/19/2026 17:22:00,8.01,26.74,-66.67
8697,04/19/2026 17:23:00,8.01,26.74,-66.67
8698,04/19/2026 17:24:00,8.01,26.74,-66.66
8699,04/19/2026 17:25:00,8.01,26.77,-66.69
8700,04/19/2026 17:26:00,8.01,26.77,-66.67
8701,04/19/2026 17:27:00,8.01,26.77,-66.56
8702,04/19/2026 17:28:00,8.01,26.77,-66.56
8703,04/19/2026 17:29:00,8.01,26.77,-66.49
8704,04/19/2026 17:30:00,8.01,26.77,-66.46
8705,04/19/2026 17:31:00,8.01,26.77,-66.36
8706,04/19/2026 17:32:00,8.01,26.77,-66.24
8707,04/19/2026 17:33:00,8.01,26.77,-66.19
8708,04/19/2026 17:34:00,8.00,26.77,-66.10
8709,04/19/2026 17:35:00,8.00,26.77,-66.06
8710,04/19/2026 17:36:00,8.00,26.77,-66.02
8711,04/19/2026 17:37:00,8.00,26.77,-66.02
8712,04/19/2026 17:38:00,8.00,26.77,-65.97
8713,04/19/2026 17:39:00,8.00,26.77,-65.86
8714,04/19/2026 17:40:00,8.00,26.77,-65.83
8715,04/19/2026 17:41:00,8.00,26.77,-65.71
8716,04/19/2026 17:42:00,8.00,26.74,-65.66
8717,04/19/2026 17:43:00,8.00,26.77,-65.69
8718,04/19/2026 17:44:00,8.00,26.77,-65.74
8719,04/19/2026 17:45:00,8.00,26.77,-65.60
8720,04/19/2026 17:46:00,7.99,26.74,-65.56
8721,04/19/2026 17:47:00,7.99,26.74,-65.53
8722,04/19/2026 17:48:00,7.99,26.74,-65.47
8723,04/19/2026 17:49:00,7.99,26.74,-65.46
8724,04/19/2026 17:50:00,7.99,26.74,-65.44
8725,04/19/2026 17:51:00,7.99,26.74,-65.41
8726,04/19/2026 17:52:00,7.99,26.74,-65.46
8727,04/19/2026 17:53:00,7.99,26.74,-65.38
8728,04/19/2026 17:54:00,7.99,26.74,-65.31
8729,04/19/2026 17:55:00,7.99,26.74,-65.35
8730,04/19/2026 17:56:00,8.00,26.77,-65.61
8731,04/19/2026 17:57:00,7.99,26.77,-65.39
8732,04/19/2026 17:58:00,7.99,26.77,-65.35
8733,04/19/2026 17:59:00,7.99,26.77,-65.31
8734,04/19/2026 18:00:00,7.99,26.77,-65.25
8735,04/19/2026 18:01:00,7.98,26.77,-65.00
8736,04/19/2026 18:02:00,7.99,26.77,-65.02
8737,04/19/2026 18:03:00,7.98,26.77,-65.00
8738,04/19/2026 18:04:00,7.98,26.77,-64.92
8739,04/19/2026 18:05:00,7.98,26.77,-64.97
8740,04/19/2026 18:06:00,7.98,26.77,-64.94
8741,04/19/2026 18:07:00,7.98,26.77,-64.89
8742,04/19/2026 18:08:00,7.98,26.77,-64.83
8743,04/19/2026 18:09:00,7.98,26.77,-64.78
8744,04/19/2026 18:10:00,7.98,26.77,-64.75
8745,04/19/2026 18:11:00,7.98,26.77,-64.83
8746,04/19/2026 18:12:00,7.98,26.77,-64.74
8747,04/19/2026 18:13:00,7.98,26.77,-64.74
8748,04/19/2026 18:14:00,7.98,26.77,-64.60
8749,04/19/2026 18:15:00,7.98,26.77,-64.50
8750,04/19/2026 18:16:00,7.98,26.77,-64.53
8751,04/19/2026 18:17:00,7.97,26.77,-64.27
8752,04/19/2026 18:18:00,7.97,26.77,-64.16
8753,04/19/2026 18:19:00,7.97,26.77,-63.89
8754,04/19/2026 18:20:00,7.96,26.77,-63.77
8755,04/19/2026 18:21:00,7.96,26.77,-63.63
8756,04/19/2026 18:22:00,7.96,26.77,-63.46
8757,04/19/2026 18:23:00,7.97,26.77,-63.92
8758,04/19/2026 18:24:00,7.96,26.77,-63.28
8759,04/19/2026 18:25:00,7.96,26.77,-63.30
8760,04/19/2026 18:26:00,7.96,26.77,-63.81
8761,04/19/2026 18:27:00,7.96,26.77,-63.41
8762,04/19/2026 18:28:00,7.96,26.77,-63.28
8763,04/19/2026 18:29:00,7.95,26.77,-62.91
8764,04/19/2026 18:30:00,7.95,26.77,-62.92
8765,04/19/2026 18:31:00,7.95,26.77,-62.88
8766,04/19/2026 18:32:00,7.95,26.74,-62.77
8767,04/19/2026 18:33:00,7.94,26.74,-62.41
8768,04/19/2026 18:34:00,7.94,26.74,-62.52
8769,04/19/2026 18:35:00,7.94,26.74,-62.39
8770,04/19/2026 18:36:00,7.94,26.74,-62.41
8771,04/19/2026 18:37:00,7.93,26.74,-61.96
8772,04/19/2026 18:38:00,7.93,26.74,-61.81
8773,04/19/2026 18:39:00,7.92,26.74,-61.46
8774,04/19/2026 18:40:00,7.93,26.74,-61.58
8775,04/19/2026 18:41:00,7.92,26.74,-61.25
8776,04/19/2026 18:42:00,7.92,26.72,-61.22
8777,04/19/2026 18:43:00,7.91,26.72,-60.89
8778,04/19/2026 18:44:00,7.91,26.72,-60.77
8779,04/19/2026 18:45:00,7.91,26.72,-60.83
8780,04/19/2026 18:46:00,7.91,26.72,-60.74
8781,04/19/2026 18:47:00,7.91,26.70,-60.89
8782,04/19/2026 18:48:00,7.91,26.70,-60.67
8783,04/19/2026 18:49:00,7.91,26.70,-60.36
8784,04/19/2026 18:50:00,7.91,26.70,-60.44
8785,04/19/2026 18:51:00,7.91,26.67,-60.49
8786,04/19/2026 18:52:00,7.91,26.67,-60.39
8787,04/19/2026 18:53:00,7.92,26.67,-61.20
8788,04/19/2026 18:54:00,7.91,26.67,-60.77
8789,04/19/2026 18:55:00,7.92,26.67,-61.44
8790,04/19/2026 18:56:00,7.93,26.67,-61.75
8791,04/19/2026 18:57:00,7.92,26.67,-61.31
8792,04/19/2026 18:58:00,7.90,26.67,-60.22
8793,04/19/2026 18:59:00,7.89,26.67,-59.69
8794,04/19/2026 19:00:00,7.90,26.67,-59.85
8795,04/19/2026 19:01:00,7.89,26.65,-59.66
8796,04/19/2026 19:02:00,7.89,26.65,-59.74
8797,04/19/2026 19:03:00,7.89,26.65,-59.60
8798,04/19/2026 19:04:00,7.89,26.65,-59.72
8799,04/19/2026 19:05:00,7.89,26.65,-59.77
8800,04/19/2026 19:06:00,7.89,26.62,-59.58
8801,04/19/2026 19:07:00,7.89,26.62,-59.64
8802,04/19/2026 19:08:00,7.89,26.62,-59.69
8803,04/19/2026 19:09:00,7.89,26.62,-59.70
8804,04/19/2026 19:10:00,7.90,26.62,-59.88
8805,04/19/2026 19:11:00,7.90,26.62,-59.91
8806,04/19/2026 19:12:00,7.90,26.60,-60.14
8807,04/19/2026 19:13:00,7.90,26.60,-59.78
8808,04/19/2026 19:14:00,7.90,26.60,-59.89
8809,04/19/2026 19:15:00,7.89,26.60,-59.67
8810,04/19/2026 19:16:00,7.89,26.60,-59.58
8811,04/19/2026 19:17:00,7.89,26.57,-59.19
8812,04/19/2026 19:18:00,7.88,26.57,-58.99
8813,04/19/2026 19:19:00,7.88,26.57,-59.10
8814,04/19/2026 19:20:00,7.88,26.57,-58.89
8815,04/19/2026 19:21:00,7.88,26.57,-58.78
8816,04/19/2026 19:22:00,7.88,26.57,-59.11
8817,04/19/2026 19:23:00,7.88,26.57,-58.63
8818,04/19/2026 19:24:00,7.87,26.57,-58.33
8819,04/19/2026 19:25:00,7.87,26.57,-58.47
8820,04/19/2026 19:26:00,7.87,26.57,-58.42
8821,04/19/2026 19:27:00,7.87,26.57,-58.20
8822,04/19/2026 19:28:00,7.86,26.55,-57.97
8823,04/19/2026 19:29:00,7.86,26.55,-57.72
8824,04/19/2026 19:30:00,7.85,26.55,-57.30
8825,04/19/2026 19:31:00,7.86,26.55,-57.52
8826,04/19/2026 19:32:00,7.86,26.55,-57.47
8827,04/19/2026 19:33:00,7.86,26.55,-57.56
8828,04/19/2026 19:34:00,7.85,26.55,-57.44
8829,04/19/2026 19:35:00,7.85,26.55,-57.17
8830,04/19/2026 19:36:00,7.85,26.55,-57.27
8831,04/19/2026 19:37:00,7.85,26.55,-57.02
8832,04/19/2026 19:38:00,7.84,26.55,-56.69
8833,04/19/2026 19:39:00,7.84,26.55,-56.78
8834,04/19/2026 19:40:00,7.85,26.55,-57.00
8835,04/19/2026 19:41:00,7.85,26.55,-56.94
8836,04/19/2026 19:42:00,7.84,26.55,-56.85
8837,04/19/2026 19:43:00,7.84,26.55,-56.70
8838,04/19/2026 19:44:00,7.85,26.55,-56.97
8839,04/19/2026 19:45:00,7.85,26.55,-56.94
8840,04/19/2026 19:46:00,7.85,26.52,-57.24
8841,04/19/2026 19:47:00,7.86,26.52,-57.66
8842,04/19/2026 19:48:00,7.84,26.52,-56.41
8843,04/19/2026 19:49:00,7.83,26.52,-55.85
8844,04/19/2026 19:50:00,7.83,26.52,-56.06
8845,04/19/2026 19:51:00,7.84,26.52,-56.78
8846,04/19/2026 19:52:00,7.84,26.52,-56.56
8847,04/19/2026 19:53:00,7.84,26.50,-56.67
8848,04/19/2026 19:54:00,7.85,26.50,-57.05
8849,04/19/2026 19:55:00,7.86,26.50,-57.45
8850,04/19/2026 19:56:00,7.87,26.50,-58.08
8851,04/19/2026 19:57:00,7.87,26.50,-58.42
8852,04/19/2026 19:58:00,7.87,26.48,-58.53
8853,04/19/2026 19:59:00,7.87,26.48,-58.05
8854,04/19/2026 20:00:00,7.86,26.48,-57.88
8855,04/19/2026 20:01:00,7.86,26.48,-57.74
8856,04/19/2026 20:02:00,7.86,26.48,-57.66
8857,04/19/2026 20:03:00,7.86,26.48,-57.52
8858,04/19/2026 20:04:00,7.85,26.48,-57.10
8859,04/19/2026 20:05:00,7.84,26.48,-56.83
8860,04/19/2026 20:06:00,7.85,26.48,-56.88
8861,04/19/2026 20:07:00,7.85,26.48,-56.97
8862,04/19/2026 20:08:00,7.85,26.48,-57.03
8863,04/19/2026 20:09:00,7.85,26.45,-57.25
8864,04/19/2026 20:10:00,7.85,26.45,-57.28
8865,04/19/2026 20:11:00,7.85,26.45,-57.33
8866,04/19/2026 20:12:00,7.85,26.45,-57.42
8867,04/19/2026 20:13:00,7.86,26.45,-57.61
8868,04/19/2026 20:14:00,7.86,26.45,-57.85
8869,04/19/2026 20:15:00,7.90,26.43,-59.95
8870,04/19/2026 20:16:00,7.91,26.43,-60.39
8871,04/19/2026 20:17:00,7.92,26.43,-60.91
8872,04/19/2026 20:18:00,7.92,26.43,-61.11
8873,04/19/2026 20:19:00,7.92,26.43,-60.94
8874,04/19/2026 20:20:00,7.91,26.43,-60.52
8875,04/19/2026 20:21:00,7.91,26.43,-60.39
8876,04/19/2026 20:22:00,7.90,26.43,-60.16
8877,04/19/2026 20:23:00,7.90,26.43,-60.03
8878,04/19/2026 20:24:00,7.90,26.40,-59.97
8879,04/19/2026 20:25:00,7.90,26.40,-59.83
8880,04/19/2026 20:26:00,7.90,26.40,-59.83
8881,04/19/2026 20:27:00,7.89,26.40,-59.66
8882,04/19/2026 20:28:00,7.89,26.40,-59.44
8883,04/19/2026 20:29:00,7.89,26.40,-59.25
8884,04/19/2026 20:30:00,7.89,26.40,-59.30
8885,04/19/2026 20:31:00,7.89,26.40,-59.16
8886,04/19/2026 20:32:00,7.89,26.38,-59.27
8887,04/19/2026 20:33:00,7.89,26.38,-59.25
8888,04/19/2026 20:34:00,7.88,26.38,-59.11
8889,04/19/2026 20:35:00,7.88,26.38,-59.02
8890,04/19/2026 20:36:00,7.88,26.38,-58.86
8891,04/19/2026 20:37:00,7.88,26.38,-58.78
8892,04/19/2026 20:38:00,7.88,26.35,-58.63
8893,04/19/2026 20:39:00,7.88,26.35,-58.77
8894,04/19/2026 20:40:00,7.88,26.35,-58.89
8895,04/19/2026 20:41:00,7.88,26.35,-58.95
8896,04/19/2026 20:42:00,7.88,26.33,-58.99
8897,04/19/2026 20:43:00,7.88,26.33,-59.02
8898,04/19/2026 20:44:00,7.88,26.33,-58.74
8899,04/19/2026 20:45:00,7.88,26.33,-58.97
8900,04/19/2026 20:46:00,7.88,26.33,-58.91
8901,04/19/2026 20:47:00,7.88,26.30,-59.02
8902,04/19/2026 20:48:00,7.88,26.30,-58.99
8903,04/19/2026 20:49:00,7.88,26.30,-58.95
8904,04/19/2026 20:50:00,7.88,26.30,-59.10
8905,04/19/2026 20:51:00,7.88,26.30,-59.06
8906,04/19/2026 20:52:00,7.88,26.30,-59.02
8907,04/19/2026 20:53:00,7.88,26.30,-59.00
8908,04/19/2026 20:54:00,7.88,26.28,-58.89
8909,04/19/2026 20:55:00,7.88,26.30,-58.58
8910,04/19/2026 20:56:00,7.87,26.30,-58.53
8911,04/19/2026 20:57:00,7.87,26.30,-58.49
8912,04/19/2026 20:58:00,7.88,26.28,-58.72
8913,04/19/2026 20:59:00,7.88,26.28,-58.80
8914,04/19/2026 21:00:00,7.88,26.28,-58.78
8915,04/19/2026 21:01:00,7.88,26.28,-58.75
8916,04/19/2026 21:02:00,7.88,26.28,-58.61
8917,04/19/2026 21:03:00,7.87,26.26,-58.49
8918,04/19/2026 21:04:00,7.87,26.26,-58.45
8919,04/19/2026 21:05:00,7.87,26.28,-58.17
8920,04/19/2026 21:06:00,7.86,26.28,-57.95
8921,04/19/2026 21:07:00,7.87,26.26,-58.08
8922,04/19/2026 21:08:00,7.87,26.26,-58.16
8923,04/19/2026 21:09:00,7.87,26.26,-58.27
8924,04/19/2026 21:10:00,7.87,26.26,-58.47
8925,04/19/2026 21:11:00,7.88,26.28,-58.56
8926,04/19/2026 21:12:00,7.87,26.26,-58.27
8927,04/19/2026 21:13:00,7.87,26.28,-58.45
8928,04/19/2026 21:14:00,7.88,26.28,-58.78
8929,04/19/2026 21:15:00,7.88,26.28,-58.67
8930,04/19/2026 21:16:00,7.87,26.28,-58.39
8931,04/19/2026 21:17:00,7.88,26.30,-58.75
8932,04/19/2026 21:18:00,7.89,26.30,-59.14
8933,04/19/2026 21:19:00,7.88,26.30,-58.61
8934,04/19/2026 21:20:00,7.87,26.30,-58.52
8935,04/19/2026 21:21:00,7.87,26.30,-58.31
8936,04/19/2026 21:22:00,7.87,26.30,-58.44
8937,04/19/2026 21:23:00,7.87,26.33,-58.42
8938,04/19/2026 21:24:00,7.87,26.33,-58.52
8939,04/19/2026 21:25:00,7.87,26.33,-58.38
8940,04/19/2026 21:26:00,7.87,26.33,-58.27
8941,04/19/2026 21:27:00,7.87,26.33,-58.05
8942,04/19/2026 21:28:00,7.87,26.33,-58.24
8943,04/19/2026 21:29:00,7.87,26.35,-58.38
8944,04/19/2026 21:30:00,7.87,26.35,-58.27
8945,04/19/2026 21:31:00,7.88,26.38,-58.88
8946,04/19/2026 21:32:00,7.87,26.35,-58.53
8947,04/19/2026 21:33:00,7.87,26.35,-58.24
8948,04/19/2026 21:34:00,7.87,26.35,-58.55
8949,04/19/2026 21:35:00,7.88,26.38,-58.58
8950,04/19/2026 21:36:00,7.87,26.38,-58.53
8951,04/19/2026 21:37:00,7.87,26.38,-58.39
8952,04/19/2026 21:38:00,7.87,26.38,-58.41
8953,04/19/2026 21:39:00,7.87,26.38,-58.33
8954,04/19/2026 21:40:00,7.87,26.38,-58.33
8955,04/19/2026 21:41:00,7.87,26.38,-58.27
8956,04/19/2026 21:42:00,7.87,26.38,-58.31
8957,04/19/2026 21:43:00,7.87,26.38,-58.52
8958,04/19/2026 21:44:00,7.87,26.38,-58.42
8959,04/19/2026 21:45:00,7.87,26.38,-58.36
8960,04/19/2026 21:46:00,7.87,26.38,-58.27
8961,04/19/2026 21:47:00,7.87,26.38,-58.25
8962,04/19/2026 21:48:00,7.87,26.38,-58.25
8963,04/19/2026 21:49:00,7.87,26.35,-58.27
8964,04/19/2026 21:50:00,7.87,26.35,-58.19
8965,04/19/2026 21:51:00,7.87,26.35,-58.14
8966,04/19/2026 21:52:00,7.87,26.35,-58.28
8967,04/19/2026 21:53:00,7.87,26.33,-58.33
8968,04/19/2026 21:54:00,7.87,26.33,-58.28
8969,04/19/2026 21:55:00,7.87,26.33,-58.42
8970,04/19/2026 21:56:00,7.87,26.33,-58.44
8971,04/19/2026 21:57:00,7.87,26.33,-58.41
8972,04/19/2026 21:58:00,7.87,26.33,-58.47
8973,04/19/2026 21:59:00,7.87,26.33,-58.44
8974,04/19/2026 22:00:00,7.87,26.33,-58.39
8975,04/19/2026 22:01:00,7.87,26.33,-58.41
8976,04/19/2026 22:02:00,7.87,26.33,-58.49
8977,04/19/2026 22:03:00,7.87,26.33,-58.42
