Instrument,Tank,Time,DateTime,  BV (Volts),Temperature,DO,  Q ()
MiniDot1,Tank24,1773839700,3/18/26 3:15,2.68,23.301,7.412,0.945
MiniDot1,Tank24,1773839820,3/18/26 3:17,2.68,23.293,7.422,0.944
MiniDot1,Tank24,1773839940,3/18/26 3:19,2.68,23.301,7.433,0.944
MiniDot1,Tank24,1773840060,3/18/26 3:21,2.68,23.284,7.423,0.945
MiniDot1,Tank24,1773840180,3/18/26 3:23,2.68,23.284,7.436,0.945
MiniDot1,Tank24,1773840300,3/18/26 3:25,2.68,23.293,7.426,0.945
MiniDot1,Tank24,1773840420,3/18/26 3:27,2.68,23.301,7.449,0.946
MiniDot1,Tank24,1773840540,3/18/26 3:29,2.68,23.293,7.42,0.945
MiniDot1,Tank24,1773840660,3/18/26 3:31,2.68,23.309,7.437,0.945
MiniDot1,Tank24,1773840780,3/18/26 3:33,2.68,23.318,7.41,0.944
MiniDot1,Tank24,1773840900,3/18/26 3:35,2.68,23.326,7.426,0.944
MiniDot1,Tank24,1773841020,3/18/26 3:37,2.68,23.309,7.422,0.945
MiniDot1,Tank24,1773841140,3/18/26 3:39,2.68,23.326,7.414,0.944
MiniDot1,Tank24,1773841260,3/18/26 3:41,2.68,23.326,7.413,0.944
MiniDot1,Tank24,1773841380,3/18/26 3:43,2.68,23.318,7.414,0.945
MiniDot1,Tank24,1773841500,3/18/26 3:45,2.68,23.326,7.415,0.945
MiniDot1,Tank24,1773841620,3/18/26 3:47,2.68,23.334,7.404,0.945
MiniDot1,Tank24,1773841740,3/18/26 3:49,2.68,23.334,7.401,0.945
MiniDot1,Tank24,1773841860,3/18/26 3:51,2.68,23.318,7.434,0.945
MiniDot1,Tank24,1773841980,3/18/26 3:53,2.68,23.351,7.417,0.945
MiniDot1,Tank24,1773842100,3/18/26 3:55,2.68,23.334,7.411,0.946
MiniDot1,Tank24,1773842220,3/18/26 3:57,2.68,23.343,7.415,0.945
MiniDot1,Tank24,1773842340,3/18/26 3:59,2.68,23.343,7.41,0.945
MiniDot1,Tank24,1773842460,3/18/26 4:01,2.68,23.351,7.41,0.945
MiniDot1,Tank24,1773842580,3/18/26 4:03,2.68,23.343,7.412,0.945
MiniDot1,Tank24,1773842700,3/18/26 4:05,2.68,23.343,7.414,0.944
MiniDot1,Tank24,1773842820,3/18/26 4:07,2.68,23.36,7.4,0.945
MiniDot1,Tank24,1773842940,3/18/26 4:09,2.68,23.343,7.408,0.945
MiniDot1,Tank24,1773843060,3/18/26 4:11,2.68,23.351,7.386,0.944
MiniDot1,Tank24,1773843180,3/18/26 4:13,2.68,23.343,7.395,0.945
MiniDot1,Tank24,1773843300,3/18/26 4:15,2.68,23.368,7.403,0.945
MiniDot1,Tank24,1773843420,3/18/26 4:17,2.68,23.376,7.378,0.944
MiniDot1,Tank24,1773843540,3/18/26 4:19,2.68,23.36,7.392,0.945
MiniDot1,Tank24,1773843660,3/18/26 4:21,2.68,23.385,7.383,0.945
MiniDot1,Tank24,1773843780,3/18/26 4:23,2.68,23.368,7.389,0.945
MiniDot1,Tank24,1773843900,3/18/26 4:25,2.68,23.368,7.409,0.945
MiniDot1,Tank24,1773844020,3/18/26 4:27,2.68,23.368,7.408,0.945
MiniDot1,Tank24,1773844140,3/18/26 4:29,2.68,23.368,7.374,0.944
MiniDot1,Tank24,1773844260,3/18/26 4:31,2.68,23.376,7.397,0.944
MiniDot1,Tank24,1773844380,3/18/26 4:33,2.68,23.376,7.406,0.945
MiniDot1,Tank24,1773844500,3/18/26 4:35,2.68,23.385,7.397,0.945
MiniDot1,Tank24,1773844620,3/18/26 4:37,2.68,23.393,7.403,0.945
MiniDot1,Tank24,1773844740,3/18/26 4:39,2.68,23.385,7.401,0.945
MiniDot1,Tank24,1773844860,3/18/26 4:41,2.68,23.376,7.394,0.945
MiniDot1,Tank24,1773844980,3/18/26 4:43,2.68,23.376,7.406,0.946
MiniDot1,Tank24,1773845100,3/18/26 4:45,2.68,23.393,7.405,0.945
MiniDot1,Tank24,1773845220,3/18/26 4:47,2.68,23.393,7.401,0.945
MiniDot1,Tank24,1773845340,3/18/26 4:49,2.68,23.376,7.385,0.944
MiniDot1,Tank24,1773845460,3/18/26 4:51,2.68,23.376,7.388,0.944
MiniDot1,Tank24,1773845580,3/18/26 4:53,2.68,23.393,7.404,0.945
MiniDot1,Tank24,1773845700,3/18/26 4:55,2.68,23.393,7.414,0.945
MiniDot1,Tank24,1773845820,3/18/26 4:57,2.68,23.376,7.417,0.945
MiniDot1,Tank24,1773845940,3/18/26 4:59,2.68,23.393,7.398,0.944
MiniDot1,Tank24,1773846060,3/18/26 5:01,2.68,23.393,7.4,0.945
MiniDot1,Tank24,1773846180,3/18/26 5:03,2.68,23.41,7.398,0.945
MiniDot1,Tank24,1773846300,3/18/26 5:05,2.68,23.385,7.393,0.944
MiniDot1,Tank24,1773846420,3/18/26 5:07,2.68,23.393,7.418,0.945
MiniDot1,Tank24,1773846540,3/18/26 5:09,2.68,23.41,7.41,0.945
MiniDot1,Tank24,1773846660,3/18/26 5:11,2.68,23.41,7.408,0.945
MiniDot1,Tank24,1773846780,3/18/26 5:13,2.68,23.401,7.429,0.945
MiniDot1,Tank24,1773846900,3/18/26 5:15,2.68,23.401,7.418,0.946
MiniDot1,Tank24,1773847020,3/18/26 5:17,2.68,23.401,7.428,0.945
MiniDot1,Tank24,1773847140,3/18/26 5:19,2.68,23.418,7.435,0.945
MiniDot1,Tank24,1773847260,3/18/26 5:21,2.68,23.401,7.421,0.945
MiniDot1,Tank24,1773847380,3/18/26 5:23,2.68,23.41,7.415,0.944
MiniDot1,Tank24,1773847500,3/18/26 5:25,2.68,23.393,7.445,0.945
MiniDot1,Tank24,1773847620,3/18/26 5:27,2.68,23.401,7.422,0.945
MiniDot1,Tank24,1773847740,3/18/26 5:29,2.68,23.41,7.444,0.946
MiniDot1,Tank24,1773847860,3/18/26 5:31,2.68,23.393,7.448,0.944
MiniDot1,Tank24,1773847980,3/18/26 5:33,2.68,23.435,7.464,0.945
MiniDot1,Tank24,1773848100,3/18/26 5:35,2.68,23.418,7.465,0.945
MiniDot1,Tank24,1773848220,3/18/26 5:37,2.68,23.427,7.47,0.945
MiniDot1,Tank24,1773848340,3/18/26 5:39,2.68,23.418,7.464,0.945
MiniDot1,Tank24,1773848460,3/18/26 5:41,2.68,23.401,7.463,0.945
MiniDot1,Tank24,1773848580,3/18/26 5:43,2.68,23.443,7.458,0.945
MiniDot1,Tank24,1773848700,3/18/26 5:45,2.68,23.435,7.45,0.945
MiniDot1,Tank24,1773848820,3/18/26 5:47,2.68,23.443,7.489,0.945
MiniDot1,Tank24,1773848940,3/18/26 5:49,2.68,23.452,7.485,0.945
MiniDot1,Tank24,1773849060,3/18/26 5:51,2.68,23.443,7.477,0.945
MiniDot1,Tank24,1773849180,3/18/26 5:53,2.68,23.452,7.467,0.944
MiniDot1,Tank24,1773849300,3/18/26 5:55,2.68,23.46,7.495,0.945
MiniDot1,Tank24,1773849420,3/18/26 5:57,2.68,23.485,7.486,0.945
MiniDot1,Tank24,1773849540,3/18/26 5:59,2.68,23.494,7.493,0.945
MiniDot1,Tank24,1773849660,3/18/26 6:01,2.68,23.485,7.475,0.945
MiniDot1,Tank24,1773849780,3/18/26 6:03,2.68,23.494,7.496,0.945
MiniDot1,Tank24,1773849900,3/18/26 6:05,2.68,23.502,7.532,0.945
MiniDot1,Tank24,1773850020,3/18/26 6:07,2.68,23.527,7.492,0.945
MiniDot1,Tank24,1773850140,3/18/26 6:09,2.68,23.51,7.516,0.945
MiniDot1,Tank24,1773850260,3/18/26 6:11,2.68,23.527,7.509,0.945
MiniDot1,Tank24,1773850380,3/18/26 6:13,2.68,23.519,7.525,0.945
MiniDot1,Tank24,1773850500,3/18/26 6:15,2.68,23.535,7.531,0.945
MiniDot1,Tank24,1773850620,3/18/26 6:17,2.68,23.552,7.518,0.945
MiniDot1,Tank24,1773850740,3/18/26 6:19,2.68,23.552,7.522,0.946
MiniDot1,Tank24,1773850860,3/18/26 6:21,2.68,23.544,7.51,0.944
MiniDot1,Tank24,1773850980,3/18/26 6:23,2.68,23.552,7.52,0.945
MiniDot1,Tank24,1773851100,3/18/26 6:25,2.68,23.569,7.534,0.945
MiniDot1,Tank24,1773851220,3/18/26 6:27,2.68,23.577,7.539,0.946
MiniDot1,Tank24,1773851340,3/18/26 6:29,2.68,23.586,7.538,0.945
MiniDot1,Tank24,1773851460,3/18/26 6:31,2.68,23.577,7.559,0.946
MiniDot1,Tank24,1773851580,3/18/26 6:33,2.68,23.611,7.538,0.945
MiniDot1,Tank24,1773851700,3/18/26 6:35,2.68,23.619,7.559,0.945
MiniDot1,Tank24,1773851820,3/18/26 6:37,2.68,23.636,7.548,0.944
MiniDot1,Tank24,1773851940,3/18/26 6:39,2.68,23.628,7.566,0.945
MiniDot1,Tank24,1773852060,3/18/26 6:41,2.68,23.636,7.556,0.945
MiniDot1,Tank24,1773852180,3/18/26 6:43,2.68,23.661,7.596,0.946
MiniDot1,Tank24,1773852300,3/18/26 6:45,2.68,23.678,7.586,0.945
MiniDot1,Tank24,1773852420,3/18/26 6:47,2.68,23.695,7.602,0.946
MiniDot1,Tank24,1773852540,3/18/26 6:49,2.68,23.703,7.573,0.945
MiniDot1,Tank24,1773852660,3/18/26 6:51,2.68,23.72,7.601,0.945
MiniDot1,Tank24,1773852780,3/18/26 6:53,2.68,23.728,7.612,0.946
MiniDot1,Tank24,1773852900,3/18/26 6:55,2.68,23.745,7.598,0.945
MiniDot1,Tank24,1773853020,3/18/26 6:57,2.68,23.753,7.603,0.946
MiniDot1,Tank24,1773853140,3/18/26 6:59,2.68,23.778,7.592,0.945
MiniDot1,Tank24,1773853260,3/18/26 7:01,2.68,23.77,7.606,0.945
MiniDot1,Tank24,1773853380,3/18/26 7:03,2.68,23.778,7.607,0.945
MiniDot1,Tank24,1773853500,3/18/26 7:05,2.68,23.787,7.601,0.946
MiniDot1,Tank24,1773853620,3/18/26 7:07,2.68,23.795,7.597,0.945
MiniDot1,Tank24,1773853740,3/18/26 7:09,2.68,23.795,7.611,0.945
MiniDot1,Tank24,1773853860,3/18/26 7:11,2.68,23.82,7.6,0.944
MiniDot1,Tank24,1773853980,3/18/26 7:13,2.68,23.82,7.617,0.946
MiniDot1,Tank24,1773854100,3/18/26 7:15,2.68,23.837,7.613,0.945
MiniDot1,Tank24,1773854220,3/18/26 7:17,2.68,23.845,7.607,0.946
MiniDot1,Tank24,1773854340,3/18/26 7:19,2.68,23.854,7.604,0.945
MiniDot1,Tank24,1773854460,3/18/26 7:21,2.68,23.87,7.621,0.946
MiniDot1,Tank24,1773854580,3/18/26 7:23,2.68,23.912,7.622,0.945
MiniDot1,Tank24,1773854700,3/18/26 7:25,2.68,23.954,7.62,0.945
MiniDot1,Tank24,1773854820,3/18/26 7:27,2.68,24.005,7.624,0.945
MiniDot1,Tank24,1773854940,3/18/26 7:29,2.68,24.046,7.648,0.946
MiniDot1,Tank24,1773855060,3/18/26 7:31,2.68,24.08,7.664,0.946
MiniDot1,Tank24,1773855180,3/18/26 7:33,2.68,24.122,7.667,0.945
MiniDot1,Tank24,1773855300,3/18/26 7:35,2.68,24.172,7.678,0.945
MiniDot1,Tank24,1773855420,3/18/26 7:37,2.68,24.231,7.659,0.945
MiniDot1,Tank24,1773855540,3/18/26 7:39,2.68,24.281,7.691,0.945
MiniDot1,Tank24,1773855660,3/18/26 7:41,2.68,24.323,7.685,0.944
MiniDot1,Tank24,1773855780,3/18/26 7:43,2.68,24.39,7.698,0.945
MiniDot1,Tank24,1773855900,3/18/26 7:45,2.68,24.399,7.689,0.944
MiniDot1,Tank24,1773856020,3/18/26 7:47,2.68,24.432,7.722,0.946
MiniDot1,Tank24,1773856140,3/18/26 7:49,2.68,24.432,7.701,0.945
MiniDot1,Tank24,1773856260,3/18/26 7:51,2.68,24.458,7.716,0.945
MiniDot1,Tank24,1773856380,3/18/26 7:53,2.68,24.449,7.743,0.946
MiniDot1,Tank24,1773856500,3/18/26 7:55,2.68,24.466,7.728,0.945
MiniDot1,Tank24,1773856620,3/18/26 7:57,2.68,24.508,7.745,0.946
MiniDot1,Tank24,1773856740,3/18/26 7:59,2.68,24.541,7.754,0.946
MiniDot1,Tank24,1773856860,3/18/26 8:01,2.68,24.567,7.748,0.945
MiniDot1,Tank24,1773856980,3/18/26 8:03,2.68,24.625,7.771,0.946
MiniDot1,Tank24,1773857100,3/18/26 8:05,2.68,24.667,7.772,0.946
MiniDot1,Tank24,1773857220,3/18/26 8:07,2.68,24.709,7.78,0.946
MiniDot1,Tank24,1773857340,3/18/26 8:09,2.68,24.777,7.783,0.945
MiniDot1,Tank24,1773857460,3/18/26 8:11,2.68,24.827,7.791,0.945
MiniDot1,Tank24,1773857580,3/18/26 8:13,2.68,24.877,7.786,0.945
MiniDot1,Tank24,1773857700,3/18/26 8:15,2.68,24.894,7.808,0.946
MiniDot1,Tank24,1773857820,3/18/26 8:17,2.68,24.928,7.806,0.946
MiniDot1,Tank24,1773857940,3/18/26 8:19,2.68,24.961,7.804,0.945
MiniDot1,Tank24,1773858060,3/18/26 8:21,2.68,24.97,7.816,0.946
MiniDot1,Tank24,1773858180,3/18/26 8:23,2.68,24.987,7.799,0.946
MiniDot1,Tank24,1773858300,3/18/26 8:25,2.68,25.004,7.799,0.946
MiniDot1,Tank24,1773858420,3/18/26 8:27,2.68,25.012,7.793,0.946
MiniDot1,Tank24,1773858540,3/18/26 8:29,2.68,25.012,7.786,0.945
MiniDot1,Tank24,1773858660,3/18/26 8:31,2.68,25.054,7.8,0.946
MiniDot1,Tank24,1773858780,3/18/26 8:33,2.68,25.046,7.779,0.946
MiniDot1,Tank24,1773858900,3/18/26 8:35,2.68,25.054,7.781,0.946
MiniDot1,Tank24,1773859020,3/18/26 8:37,2.68,25.054,7.76,0.945
MiniDot1,Tank24,1773859140,3/18/26 8:39,2.68,25.054,7.763,0.946
MiniDot1,Tank24,1773859260,3/18/26 8:41,2.68,25.054,7.744,0.945
MiniDot1,Tank24,1773859380,3/18/26 8:43,2.68,25.062,7.738,0.946
MiniDot1,Tank24,1773859500,3/18/26 8:45,2.68,25.071,7.742,0.946
MiniDot1,Tank24,1773859620,3/18/26 8:47,2.68,25.062,7.746,0.946
MiniDot1,Tank24,1773859740,3/18/26 8:49,2.68,25.079,7.742,0.945
MiniDot1,Tank24,1773859860,3/18/26 8:51,2.68,25.096,7.74,0.946
MiniDot1,Tank24,1773859980,3/18/26 8:53,2.68,25.071,7.755,0.946
MiniDot1,Tank24,1773860100,3/18/26 8:55,2.68,25.113,7.726,0.946
MiniDot1,Tank24,1773860220,3/18/26 8:57,2.68,25.096,7.726,0.947
MiniDot1,Tank24,1773860340,3/18/26 8:59,2.68,25.104,7.722,0.946
MiniDot1,Tank24,1773860460,3/18/26 9:01,2.68,25.113,7.705,0.946
MiniDot1,Tank24,1773860580,3/18/26 9:03,2.68,25.104,7.715,0.946
MiniDot1,Tank24,1773860700,3/18/26 9:05,2.68,25.13,7.706,0.946
MiniDot1,Tank24,1773860820,3/18/26 9:07,2.68,25.113,7.702,0.945
MiniDot1,Tank24,1773860940,3/18/26 9:09,2.68,25.121,7.696,0.946
MiniDot1,Tank24,1773861060,3/18/26 9:11,2.68,25.13,7.693,0.946
MiniDot1,Tank24,1773861180,3/18/26 9:13,2.68,25.146,7.705,0.948
MiniDot1,Tank24,1773861300,3/18/26 9:15,2.68,25.121,7.691,0.945
MiniDot1,Tank24,1773861420,3/18/26 9:17,2.68,25.138,7.697,0.945
MiniDot1,Tank24,1773861540,3/18/26 9:19,2.68,25.189,7.725,0.946
MiniDot1,Tank24,1773861660,3/18/26 9:21,2.68,25.273,7.739,0.946
MiniDot1,Tank24,1773861780,3/18/26 9:23,2.68,25.34,7.754,0.946
MiniDot1,Tank24,1773861900,3/18/26 9:25,2.68,25.441,7.766,0.946
MiniDot1,Tank24,1773862020,3/18/26 9:27,2.68,25.534,7.761,0.946
MiniDot1,Tank24,1773862140,3/18/26 9:29,2.68,25.61,7.78,0.946
MiniDot1,Tank24,1773862260,3/18/26 9:31,2.68,25.685,7.78,0.946
MiniDot1,Tank24,1773862380,3/18/26 9:33,2.68,25.778,7.772,0.946
MiniDot1,Tank24,1773862500,3/18/26 9:35,2.68,25.837,7.78,0.945
MiniDot1,Tank24,1773862620,3/18/26 9:37,2.68,25.862,7.791,0.946
MiniDot1,Tank24,1773862740,3/18/26 9:39,2.68,25.871,7.795,0.947
MiniDot1,Tank24,1773862860,3/18/26 9:41,2.68,25.879,7.805,0.947
MiniDot1,Tank24,1773862980,3/18/26 9:43,2.68,25.905,7.798,0.946
MiniDot1,Tank24,1773863100,3/18/26 9:45,2.68,25.955,7.789,0.945
MiniDot1,Tank24,1773863220,3/18/26 9:47,2.68,25.997,7.819,0.947
MiniDot1,Tank24,1773863340,3/18/26 9:49,2.68,26.048,7.821,0.947
MiniDot1,Tank24,1773863460,3/18/26 9:51,2.67,26.09,7.823,0.947
MiniDot1,Tank24,1773863580,3/18/26 9:53,2.67,26.124,7.793,0.945
MiniDot1,Tank24,1773863700,3/18/26 9:55,2.67,26.133,7.822,0.947
MiniDot1,Tank24,1773863820,3/18/26 9:57,2.67,26.166,7.83,0.947
MiniDot1,Tank24,1773863940,3/18/26 9:59,2.67,26.242,7.841,0.947
MiniDot1,Tank24,1773864060,3/18/26 10:01,2.67,26.301,7.835,0.946
MiniDot1,Tank24,1773864180,3/18/26 10:03,2.67,26.386,7.841,0.947
MiniDot1,Tank24,1773864300,3/18/26 10:05,2.68,26.445,7.854,0.947
MiniDot1,Tank24,1773864420,3/18/26 10:07,2.68,26.538,7.853,0.947
MiniDot1,Tank24,1773864540,3/18/26 10:09,2.68,26.572,7.846,0.947
MiniDot1,Tank24,1773864660,3/18/26 10:11,2.68,26.606,7.852,0.948
MiniDot1,Tank24,1773864780,3/18/26 10:13,2.68,26.614,7.844,0.948
MiniDot1,Tank24,1773864900,3/18/26 10:15,2.68,26.623,7.845,0.949
MiniDot1,Tank24,1773865020,3/18/26 10:17,2.68,26.623,7.847,0.948
MiniDot1,Tank24,1773865140,3/18/26 10:19,2.68,26.674,7.834,0.947
MiniDot1,Tank24,1773865260,3/18/26 10:21,2.68,26.699,7.86,0.948
MiniDot1,Tank24,1773865380,3/18/26 10:23,2.68,26.733,7.844,0.947
MiniDot1,Tank24,1773865500,3/18/26 10:25,2.68,26.733,7.845,0.947
MiniDot1,Tank24,1773865620,3/18/26 10:27,2.68,26.784,7.857,0.948
MiniDot1,Tank24,1773865740,3/18/26 10:29,2.68,26.809,7.863,0.948
MiniDot1,Tank24,1773865860,3/18/26 10:31,2.68,26.885,7.863,0.948
MiniDot1,Tank24,1773865980,3/18/26 10:33,2.68,26.928,7.853,0.947
MiniDot1,Tank24,1773866100,3/18/26 10:35,2.68,26.987,7.871,0.948
MiniDot1,Tank24,1773866220,3/18/26 10:37,2.67,27.012,7.857,0.947
MiniDot1,Tank24,1773866340,3/18/26 10:39,2.67,27.055,7.862,0.947
MiniDot1,Tank24,1773866460,3/18/26 10:41,2.67,27.08,7.874,0.948
MiniDot1,Tank24,1773866580,3/18/26 10:43,2.67,27.123,7.877,0.948
MiniDot1,Tank24,1773866700,3/18/26 10:45,2.67,27.157,7.882,0.948
MiniDot1,Tank24,1773866820,3/18/26 10:47,2.67,27.216,7.88,0.948
MiniDot1,Tank24,1773866940,3/18/26 10:49,2.67,27.233,7.885,0.949
MiniDot1,Tank24,1773867060,3/18/26 10:51,2.67,27.233,7.872,0.949
MiniDot1,Tank24,1773867180,3/18/26 10:53,2.67,27.233,7.867,0.949
MiniDot1,Tank24,1773867300,3/18/26 10:55,2.67,27.259,7.871,0.948
MiniDot1,Tank24,1773867420,3/18/26 10:57,2.67,27.318,7.868,0.948
MiniDot1,Tank24,1773867540,3/18/26 10:59,2.67,27.343,7.862,0.947
MiniDot1,Tank24,1773867660,3/18/26 11:01,2.67,27.352,7.868,0.949
MiniDot1,Tank24,1773867780,3/18/26 11:03,2.67,27.369,7.862,0.947
MiniDot1,Tank24,1773867900,3/18/26 11:05,2.67,27.403,7.868,0.948
MiniDot1,Tank24,1773868020,3/18/26 11:07,2.67,27.445,7.874,0.949
MiniDot1,Tank24,1773868140,3/18/26 11:09,2.67,27.462,7.874,0.949
MiniDot1,Tank24,1773868260,3/18/26 11:11,2.67,27.454,7.872,0.949
MiniDot1,Tank24,1773868380,3/18/26 11:13,2.67,27.462,7.872,0.949
MiniDot1,Tank24,1773868500,3/18/26 11:15,2.67,27.437,7.87,0.949
MiniDot1,Tank24,1773868620,3/18/26 11:17,2.67,27.462,7.867,0.948
MiniDot1,Tank24,1773868740,3/18/26 11:19,2.67,27.437,7.883,0.949
MiniDot1,Tank24,1773868860,3/18/26 11:21,2.67,27.428,7.887,0.949
MiniDot1,Tank24,1773868980,3/18/26 11:23,2.67,27.454,7.875,0.948
MiniDot1,Tank24,1773869100,3/18/26 11:25,2.67,27.488,7.876,0.949
MiniDot1,Tank24,1773869220,3/18/26 11:27,2.67,27.53,7.899,0.949
MiniDot1,Tank24,1773869340,3/18/26 11:29,2.67,27.53,7.898,0.95
MiniDot1,Tank24,1773869460,3/18/26 11:31,2.68,27.556,7.891,0.949
MiniDot1,Tank24,1773869580,3/18/26 11:33,2.68,27.581,7.88,0.948
MiniDot1,Tank24,1773869700,3/18/26 11:35,2.68,27.581,7.88,0.949
MiniDot1,Tank24,1773869820,3/18/26 11:37,2.68,27.564,7.869,0.949
MiniDot1,Tank24,1773869940,3/18/26 11:39,2.68,27.564,7.849,0.949
MiniDot1,Tank24,1773870060,3/18/26 11:41,2.68,27.539,7.829,0.948
MiniDot1,Tank24,1773870180,3/18/26 11:43,2.67,27.513,7.835,0.95
MiniDot1,Tank24,1773870300,3/18/26 11:45,2.67,27.488,7.824,0.95
MiniDot1,Tank24,1773870420,3/18/26 11:47,2.67,27.462,7.804,0.948
MiniDot1,Tank24,1773870540,3/18/26 11:49,2.67,27.445,7.789,0.949
MiniDot1,Tank24,1773870660,3/18/26 11:51,2.67,27.411,7.775,0.948
MiniDot1,Tank24,1773870780,3/18/26 11:53,2.67,27.394,7.801,0.949
MiniDot1,Tank24,1773870900,3/18/26 11:55,2.67,27.386,7.791,0.949
MiniDot1,Tank24,1773871020,3/18/26 11:57,2.67,27.352,7.794,0.95
MiniDot1,Tank24,1773871140,3/18/26 11:59,2.67,27.352,7.77,0.949
MiniDot1,Tank24,1773871260,3/18/26 12:01,2.67,27.301,7.772,0.949
MiniDot1,Tank24,1773871380,3/18/26 12:03,2.67,27.292,7.77,0.949
MiniDot1,Tank24,1773871500,3/18/26 12:05,2.67,27.267,7.778,0.95
MiniDot1,Tank24,1773871620,3/18/26 12:07,2.67,27.259,7.765,0.949
MiniDot1,Tank24,1773871740,3/18/26 12:09,2.67,27.25,7.76,0.948
MiniDot1,Tank24,1773871860,3/18/26 12:11,2.67,27.242,7.766,0.948
MiniDot1,Tank24,1773871980,3/18/26 12:13,2.67,27.233,7.768,0.948
MiniDot1,Tank24,1773872100,3/18/26 12:15,2.67,27.216,7.79,0.949
MiniDot1,Tank24,1773872220,3/18/26 12:17,2.67,27.208,7.781,0.949
MiniDot1,Tank24,1773872340,3/18/26 12:19,2.67,27.216,7.801,0.949
MiniDot1,Tank24,1773872460,3/18/26 12:21,2.67,27.242,7.789,0.948
MiniDot1,Tank24,1773872580,3/18/26 12:23,2.67,27.259,7.812,0.948
MiniDot1,Tank24,1773872700,3/18/26 12:25,2.67,27.276,7.833,0.949
MiniDot1,Tank24,1773872820,3/18/26 12:27,2.67,27.292,7.819,0.948
MiniDot1,Tank24,1773872940,3/18/26 12:29,2.67,27.309,7.835,0.95
MiniDot1,Tank24,1773873060,3/18/26 12:31,2.67,27.292,7.839,0.95
MiniDot1,Tank24,1773873180,3/18/26 12:33,2.67,27.284,7.827,0.949
MiniDot1,Tank24,1773873300,3/18/26 12:35,2.67,27.284,7.818,0.949
MiniDot1,Tank24,1773873420,3/18/26 12:37,2.67,27.276,7.808,0.949
MiniDot1,Tank24,1773873540,3/18/26 12:39,2.67,27.259,7.796,0.949
MiniDot1,Tank24,1773873660,3/18/26 12:41,2.67,27.225,7.775,0.948
MiniDot1,Tank24,1773873780,3/18/26 12:43,2.67,27.216,7.771,0.949
MiniDot1,Tank24,1773873900,3/18/26 12:45,2.67,27.182,7.765,0.949
MiniDot1,Tank24,1773874020,3/18/26 12:47,2.67,27.174,7.753,0.949
MiniDot1,Tank24,1773874140,3/18/26 12:49,2.67,27.148,7.751,0.948
MiniDot1,Tank24,1773874260,3/18/26 12:51,2.67,27.131,7.756,0.949
MiniDot1,Tank24,1773874380,3/18/26 12:53,2.67,27.131,7.773,0.949
MiniDot1,Tank24,1773874500,3/18/26 12:55,2.67,27.114,7.773,0.948
MiniDot1,Tank24,1773874620,3/18/26 12:57,2.67,27.131,7.794,0.949
MiniDot1,Tank24,1773874740,3/18/26 12:59,2.67,27.131,7.789,0.949
MiniDot1,Tank24,1773874860,3/18/26 13:01,2.67,27.14,7.788,0.949
MiniDot1,Tank24,1773874980,3/18/26 13:03,2.67,27.123,7.771,0.948
MiniDot1,Tank24,1773875100,3/18/26 13:05,2.67,27.106,7.78,0.949
MiniDot1,Tank24,1773875220,3/18/26 13:07,2.68,27.08,7.78,0.949
MiniDot1,Tank24,1773875340,3/18/26 13:09,2.67,27.08,7.758,0.948
MiniDot1,Tank24,1773875460,3/18/26 13:11,2.68,27.046,7.764,0.949
MiniDot1,Tank24,1773875580,3/18/26 13:13,2.68,27.021,7.759,0.949
MiniDot1,Tank24,1773875700,3/18/26 13:15,2.68,27.012,7.749,0.948
MiniDot1,Tank24,1773875820,3/18/26 13:17,2.68,26.97,7.746,0.948
MiniDot1,Tank24,1773875940,3/18/26 13:19,2.68,26.97,7.729,0.947
MiniDot1,Tank24,1773876060,3/18/26 13:21,2.68,26.936,7.739,0.948
MiniDot1,Tank24,1773876180,3/18/26 13:23,2.68,26.911,7.734,0.948
MiniDot1,Tank24,1773876300,3/18/26 13:25,2.68,26.877,7.733,0.948
MiniDot1,Tank24,1773876420,3/18/26 13:27,2.68,26.877,7.739,0.949
MiniDot1,Tank24,1773876540,3/18/26 13:29,2.68,26.868,7.731,0.948
MiniDot1,Tank24,1773876660,3/18/26 13:31,2.68,26.835,7.73,0.948
MiniDot1,Tank24,1773876780,3/18/26 13:33,2.68,26.835,7.716,0.948
MiniDot1,Tank24,1773876900,3/18/26 13:35,2.68,26.792,7.712,0.947
MiniDot1,Tank24,1773877020,3/18/26 13:37,2.68,26.775,7.722,0.949
MiniDot1,Tank24,1773877140,3/18/26 13:39,2.68,26.758,7.703,0.948
MiniDot1,Tank24,1773877260,3/18/26 13:41,2.68,26.707,7.701,0.948
MiniDot1,Tank24,1773877380,3/18/26 13:43,2.68,26.716,7.692,0.948
MiniDot1,Tank24,1773877500,3/18/26 13:45,2.68,26.699,7.689,0.948
MiniDot1,Tank24,1773877620,3/18/26 13:47,2.68,26.674,7.715,0.949
MiniDot1,Tank24,1773877740,3/18/26 13:49,2.68,26.657,7.709,0.949
MiniDot1,Tank24,1773877860,3/18/26 13:51,2.68,26.64,7.68,0.948
MiniDot1,Tank24,1773877980,3/18/26 13:53,2.68,26.597,7.654,0.947
MiniDot1,Tank24,1773878100,3/18/26 13:55,2.68,26.572,7.653,0.949
MiniDot1,Tank24,1773878220,3/18/26 13:57,2.68,26.53,7.639,0.948
MiniDot1,Tank24,1773878340,3/18/26 13:59,2.68,26.513,7.633,0.948
MiniDot1,Tank24,1773878460,3/18/26 14:01,2.68,26.454,7.624,0.947
