Instrument,Tank,DateTime,Temperature,DO1,DO,"Temperature (W-CTD-02 22443169), °C","Absolute Pressure (W-CTD-02 22443169), kPa","Electrical Conductivity (W-CTD-02 22443169), µS/cm","Specific Conductivity (W-CTD-02 22443169), µS/cm",Salinity,"Total Dissolved Solids (W-CTD-02 22443169), mg/L"
DO1,Sump5,3/18/26 15:54,24.75,8.1,6.69,24.67,102.746,50790.8,51140.1,33.56,33014.05
DO1,Sump5,3/18/26 15:56,24.75,8.07,6.66,24.67,102.763,50832.9,51185.8,33.59,33041.41
DO1,Sump5,3/18/26 15:58,24.74,8.07,6.66,24.67,102.78,50858.2,51211.2,33.61,33057.84
DO1,Sump5,3/18/26 16:00,24.74,8.1,6.69,24.69,102.712,50888.6,51225.4,33.62,33077.56
DO1,Sump5,3/18/26 16:02,24.76,8.19,6.77,24.71,102.299,50894,51204.7,33.61,33081.11
DO1,Sump5,3/18/26 16:04,24.78,8.21,6.78,24.74,102.713,50869.2,51153.6,33.57,33064.96
DO1,Sump5,3/18/26 16:06,24.79,8.18,6.75,24.75,102.731,50936.9,51205.4,33.61,33108.98
DO1,Sump5,3/18/26 16:08,24.8,8.15,6.73,24.76,102.662,50951,51213,33.62,33118.15
DO1,Sump5,3/18/26 16:10,24.82,8.15,6.73,24.76,102.714,50952.7,51211.5,33.62,33119.27
DO1,Sump5,3/18/26 16:12,24.81,8.15,6.73,24.76,102.679,50933.6,51195.5,33.6,33106.81
DO1,Sump5,3/18/26 16:14,24.82,8.14,6.72,24.74,102.662,50936.9,51211.9,33.62,33108.98
DO1,Sump5,3/18/26 16:16,24.8,8.13,6.72,24.73,102.644,50925.6,51216.9,33.62,33101.67
DO1,Sump5,3/18/26 16:18,24.78,8.12,6.7,24.71,102.678,50906.5,51217.3,33.62,33089.21
DO1,Sump5,3/18/26 16:20,24.78,8.1,6.69,24.7,102.712,50910.4,51234.3,33.63,33091.78
DO1,Sump5,3/18/26 16:22,24.76,8.11,6.69,24.69,102.695,50887.9,51218.3,33.62,33077.16
DO1,Sump5,3/18/26 16:24,24.76,8.09,6.68,24.68,102.695,50891.9,51232.1,33.63,33079.73
DO1,Sump5,3/18/26 16:26,24.75,8.09,6.68,24.67,102.729,50921.7,51271.9,33.66,33099.1
DO1,Sump5,3/18/26 16:28,24.74,8.09,6.68,24.67,102.677,50906.5,51266.4,33.65,33089.21
DO1,Sump5,3/18/26 16:30,24.73,8.08,6.67,24.66,102.711,50916.6,51286.4,33.67,33095.8
DO1,Sump5,3/18/26 16:32,24.73,8.07,6.66,24.65,102.711,50912.2,51288.5,33.67,33092.9
DO1,Sump5,3/18/26 16:34,24.72,8.07,6.66,24.65,102.762,50896.4,51275.9,33.66,33082.63
DO1,Sump5,3/18/26 16:36,24.72,8.08,6.67,24.65,102.745,50918.3,51298,33.68,33096.92
DO1,Sump5,3/18/26 16:38,24.71,8.08,6.67,24.64,102.711,50928.5,51311.5,33.68,33103.51
DO1,Sump5,3/18/26 16:40,24.71,8.09,6.67,24.64,102.728,50891.9,51284.5,33.66,33079.73
DO1,Sump5,3/18/26 16:42,24.7,8.08,6.67,24.62,102.744,50878.9,51287.8,33.67,33071.3
DO1,Sump5,3/18/26 16:44,24.69,8.09,6.68,24.61,102.779,50890.1,51312.2,33.68,33078.54
DO1,Sump5,3/18/26 16:46,24.68,8.1,6.68,24.6,102.744,50868.7,51300.4,33.67,33064.64
DO1,Sump5,3/18/26 16:48,24.67,8.11,6.69,24.59,102.778,50821.6,51259.5,33.64,33034.03
DO1,Sump5,3/18/26 16:50,24.66,8.11,6.7,24.58,102.743,50879.4,51331,33.7,33071.62
DO1,Sump5,3/18/26 16:52,24.65,8.12,6.7,24.57,102.743,50862,51323.3,33.69,33060.31
DO1,Sump5,3/18/26 16:54,24.64,8.12,6.7,24.56,102.777,50842.9,51313.9,33.68,33047.89
DO1,Sump5,3/18/26 16:56,24.64,8.12,6.7,24.56,102.777,50840.1,51314.3,33.68,33046.04
DO1,Sump5,3/18/26 16:58,24.63,8.12,6.7,24.56,102.743,50835.6,51313.1,33.68,33043.16
DO1,Sump5,3/18/26 17:00,24.62,8.14,6.72,24.55,102.777,50863.8,51348,33.71,33061.44
DO1,Sump5,3/18/26 17:02,24.62,8.16,6.74,24.54,102.794,50835.6,51326.2,33.69,33043.16
DO1,Sump5,3/18/26 17:04,24.62,8.16,6.73,24.54,102.725,50866,51356.9,33.71,33062.88
DO1,Sump5,3/18/26 17:06,24.62,8.17,6.74,24.55,102.743,50888.4,51373,33.73,33077.49
DO1,Sump5,3/18/26 17:08,24.61,8.18,6.75,24.56,102.708,50886.2,51364.2,33.72,33076.04
DO1,Sump5,3/18/26 17:10,24.63,8.19,6.76,24.57,102.709,50849.1,51316.8,33.68,33051.89
DO1,Sump5,3/18/26 17:12,24.64,8.19,6.76,24.58,102.726,50904.8,51359.8,33.72,33088.09
DO1,Sump5,3/18/26 17:14,24.64,8.19,6.76,24.59,102.761,50947,51392.6,33.74,33115.58
DO1,Sump5,3/18/26 17:16,24.65,8.19,6.76,24.59,102.744,50943.1,51382.1,33.73,33113.01
DO1,Sump5,3/18/26 17:18,24.66,8.24,6.8,24.6,102.709,50906.5,51338.6,33.7,33089.21
DO1,Sump5,3/18/26 17:20,24.66,8.23,6.79,24.61,102.727,50975.3,51401.4,33.75,33133.93
DO1,Sump5,3/18/26 17:22,24.67,8.23,6.79,24.62,102.779,50943.1,51355.8,33.72,33113.01
DO1,Sump5,3/18/26 17:24,24.68,8.21,6.78,24.62,102.762,50956.1,51362.3,33.72,33121.45
DO1,Sump5,3/18/26 17:26,24.68,8.21,6.77,24.63,102.745,50968,51367.7,33.73,33129.17
DO1,Sump5,3/18/26 17:28,24.69,8.21,6.77,24.64,102.779,51018.2,51411.8,33.76,33161.83
DO1,Sump5,3/18/26 17:30,24.69,8.21,6.77,24.64,102.762,50993.9,51387.3,33.74,33146.03
DO1,Sump5,3/18/26 17:32,24.69,8.19,6.76,24.64,102.779,51000.7,51390.8,33.74,33150.45
DO1,Sump5,3/18/26 17:34,24.7,8.18,6.75,24.64,102.728,51034.1,51421.2,33.77,33172.13
DO1,Sump5,3/18/26 17:36,24.7,8.18,6.75,24.64,102.78,51004.6,51388.3,33.74,33153.02
DO1,Sump5,3/18/26 17:38,24.71,8.16,6.73,24.65,102.831,51023.9,51404.3,33.75,33165.51
DO1,Sump5,3/18/26 17:40,24.71,8.13,6.71,24.65,102.728,51044.2,51418.3,33.76,33178.75
DO1,Sump5,3/18/26 17:42,24.71,8.12,6.7,24.66,102.78,51070.3,51441.2,33.78,33195.68
DO1,Sump5,3/18/26 17:44,24.71,8.12,6.7,24.66,102.78,51031.8,51395.9,33.75,33170.66
DO1,Sump5,3/18/26 17:46,24.72,8.11,6.69,24.66,102.797,51006.4,51370.3,33.73,33154.13
DO1,Sump5,3/18/26 17:48,24.73,8.09,6.68,24.66,102.78,51038.6,51406,33.76,33175.07
DO1,Sump5,3/18/26 17:50,24.72,8.12,6.7,24.65,102.763,51023.9,51397.8,33.75,33165.51
DO1,Sump5,3/18/26 17:52,24.72,8.1,6.69,24.65,102.831,51007.5,51384.5,33.74,33154.86
DO1,Sump5,3/18/26 17:54,24.71,8.09,6.67,24.64,102.762,50999.6,51383.1,33.74,33149.72
DO1,Sump5,3/18/26 17:56,24.71,8.07,6.66,24.64,102.779,50980.9,51367.7,33.73,33137.61
DO1,Sump5,3/18/26 17:58,24.7,8.05,6.64,24.64,102.779,51029.5,51423.2,33.77,33169.2
DO1,Sump5,3/18/26 18:00,24.7,8.03,6.62,24.63,102.762,50997.3,51397.3,33.75,33148.25
DO1,Sump5,3/18/26 18:02,24.69,8.02,6.62,24.62,102.762,51017.7,51424.4,33.77,33161.47
DO1,Sump5,3/18/26 18:04,24.69,8.01,6.61,24.62,102.762,51005.8,51419,33.76,33153.75
DO1,Sump5,3/18/26 18:06,24.68,8.02,6.61,24.61,102.761,51007.5,51424,33.77,33154.86
DO1,Sump5,3/18/26 18:08,24.68,8.01,6.61,24.61,102.779,50951.6,51367.6,33.72,33118.54
DO1,Sump5,3/18/26 18:10,24.68,8.03,6.62,24.61,102.796,50996.2,51412.6,33.76,33147.52
DO1,Sump5,3/18/26 18:12,24.68,8.03,6.62,24.61,102.813,51002.4,51422.1,33.76,33151.56
DO1,Sump5,3/18/26 18:14,24.68,8.01,6.61,24.61,102.796,51006.4,51429.4,33.77,33154.13
DO1,Sump5,3/18/26 18:16,24.68,7.99,6.59,24.61,102.813,51022.7,51445.9,33.78,33164.79
DO1,Sump5,3/18/26 18:18,24.68,7.96,6.57,24.61,102.813,50997.3,51423.6,33.77,33148.25
DO1,Sump5,3/18/26 18:20,24.68,7.96,6.56,24.61,102.796,50997.3,51423.6,33.77,33148.25
DO1,Sump5,3/18/26 18:22,24.67,7.96,6.56,24.61,102.778,50980.4,51406.5,33.75,33137.23
DO1,Sump5,3/18/26 18:24,24.67,7.95,6.56,24.6,102.796,50975.9,51405.3,33.75,33134.31
DO1,Sump5,3/18/26 18:26,24.67,7.94,6.55,24.6,102.83,51001.3,51434.2,33.77,33150.83
DO1,Sump5,3/18/26 18:28,24.67,7.95,6.56,24.6,102.813,51006.4,51442.6,33.78,33154.13
DO1,Sump5,3/18/26 18:30,24.66,7.98,6.58,24.6,102.813,50965.7,51401.6,33.75,33127.71
DO1,Sump5,3/18/26 18:32,24.66,7.99,6.59,24.6,102.813,50953.3,51389.1,33.74,33119.66
DO1,Sump5,3/18/26 18:34,24.67,7.98,6.59,24.59,102.795,50971.9,51411.1,33.76,33131.74
DO1,Sump5,3/18/26 18:36,24.66,7.98,6.58,24.6,102.813,50957.8,51393.6,33.74,33122.57
DO1,Sump5,3/18/26 18:38,24.66,7.98,6.59,24.6,102.778,50917.8,51353.3,33.71,33096.59
DO1,Sump5,3/18/26 18:40,24.66,7.98,6.59,24.6,102.847,50873.9,51309,33.68,33068.01
DO1,Sump5,3/18/26 18:42,24.66,7.97,6.57,24.6,102.847,50895.8,51331.1,33.7,33082.3
DO1,Sump5,3/18/26 18:44,24.66,7.96,6.57,24.6,102.847,50884.6,51316.5,33.69,33075
DO1,Sump5,3/18/26 18:46,24.67,7.95,6.56,24.6,102.864,50900.9,51329.7,33.7,33085.59
DO1,Sump5,3/18/26 18:48,24.66,7.97,6.58,24.6,102.83,50864.4,51292.8,33.67,33061.84
DO1,Sump5,3/18/26 18:50,24.66,7.98,6.59,24.6,102.778,50929.1,51361.4,33.72,33103.91
DO1,Sump5,3/18/26 18:52,24.66,7.97,6.58,24.6,102.847,50846.4,51281.2,33.66,33050.14
DO1,Sump5,3/18/26 18:54,24.66,7.97,6.58,24.59,102.813,50894.7,51333.3,33.7,33081.58
DO1,Sump5,3/18/26 18:56,24.66,7.97,6.58,24.59,102.778,50809.9,51247.8,33.64,33026.45
DO1,Sump5,3/18/26 18:58,24.66,7.97,6.58,24.59,102.83,50869.4,51307.8,33.68,33065.13
DO1,Sump5,3/18/26 19:00,24.66,7.98,6.59,24.59,102.83,50879.6,51318,33.69,33071.71
DO1,Sump5,3/18/26 19:02,24.65,7.98,6.59,24.59,102.83,50825.1,51263,33.65,33036.29
DO1,Sump5,3/18/26 19:04,24.66,7.97,6.58,24.59,102.83,50879.6,51318,33.69,33071.71
DO1,Sump5,3/18/26 19:06,24.65,7.97,6.58,24.59,102.812,50817.8,51259,33.64,33031.57
DO1,Sump5,3/18/26 19:08,24.66,7.97,6.58,24.59,102.864,50786.4,51227.4,33.62,33011.19
DO1,Sump5,3/18/26 19:10,24.66,7.98,6.59,24.59,102.864,50764.5,51202,33.6,32996.95
DO1,Sump5,3/18/26 19:12,24.65,8,6.6,24.59,102.864,50811,51248.9,33.64,33027.16
DO1,Sump5,3/18/26 19:14,24.66,8,6.6,24.59,102.847,50790.8,51228.5,33.62,33014.05
DO1,Sump5,3/18/26 19:16,24.66,7.99,6.6,24.59,102.864,50800.9,51238.7,33.63,33020.6
DO1,Sump5,3/18/26 19:18,24.66,7.99,6.59,24.59,102.864,50809.9,51247.8,33.64,33026.45
DO1,Sump5,3/18/26 19:20,24.66,8,6.6,24.59,102.83,50829,51267,33.65,33038.85
DO1,Sump5,3/18/26 19:22,24.65,7.97,6.58,24.6,102.847,50770.7,51204.9,33.6,33000.94
DO1,Sump5,3/18/26 19:24,24.66,7.96,6.57,24.6,102.847,50855.4,51287,33.66,33056
DO1,Sump5,3/18/26 19:26,24.66,7.96,6.57,24.6,102.813,50887.5,51319.4,33.69,33076.84
DO1,Sump5,3/18/26 19:28,24.66,7.95,6.57,24.6,102.847,50874.5,51303,33.68,33068.42
DO1,Sump5,3/18/26 19:30,24.67,7.95,6.56,24.6,102.847,50905.5,51334.3,33.7,33088.56
DO1,Sump5,3/18/26 19:32,24.66,7.95,6.56,24.6,102.847,50873.4,51301.9,33.68,33067.7
DO1,Sump5,3/18/26 19:34,24.67,7.95,6.56,24.6,102.882,50871.2,51303,33.68,33066.25
DO1,Sump5,3/18/26 19:36,24.66,7.95,6.56,24.6,102.882,50905.5,51337.6,33.7,33088.56
DO1,Sump5,3/18/26 19:38,24.66,7.94,6.55,24.6,102.864,50863.3,51298.3,33.67,33061.13
DO1,Sump5,3/18/26 19:40,24.66,7.94,6.55,24.6,102.882,50843.1,51274.6,33.66,33047.98
DO1,Sump5,3/18/26 19:42,24.66,7.93,6.55,24.59,102.83,50817.8,51255.7,33.64,33031.57
DO1,Sump5,3/18/26 19:44,24.66,7.95,6.56,24.59,102.847,50825.1,51263,33.65,33036.29
DO1,Sump5,3/18/26 19:46,24.65,7.96,6.57,24.59,102.83,50865.5,51307.1,33.68,33062.57
DO1,Sump5,3/18/26 19:48,24.66,7.96,6.57,24.59,102.847,50831.2,51272.5,33.65,33040.29
DO1,Sump5,3/18/26 19:50,24.65,7.97,6.58,24.59,102.864,50838,51279.4,33.66,33044.7
DO1,Sump5,3/18/26 19:52,24.65,7.98,6.58,24.59,102.864,50875.1,51316.8,33.69,33068.82
DO1,Sump5,3/18/26 19:54,24.65,7.98,6.59,24.59,102.881,50832.9,51277.5,33.66,33041.41
DO1,Sump5,3/18/26 19:56,24.65,7.97,6.58,24.58,102.864,50817.8,51265.5,33.65,33031.57
DO1,Sump5,3/18/26 19:58,24.65,7.99,6.59,24.58,102.916,50853.2,51301.2,33.67,33054.55
DO1,Sump5,3/18/26 20:00,24.64,7.98,6.59,24.58,102.847,50832.9,51284.1,33.66,33041.41
DO1,Sump5,3/18/26 20:02,24.65,7.97,6.58,24.58,102.881,50840.2,51291.4,33.67,33046.14
DO1,Sump5,3/18/26 20:04,24.64,7.96,6.57,24.58,102.881,50865,51319.7,33.69,33062.25
DO1,Sump5,3/18/26 20:06,24.64,7.95,6.56,24.58,102.829,50837.5,51295.3,33.67,33044.39
DO1,Sump5,3/18/26 20:08,24.64,7.95,6.56,24.58,102.881,50877.9,51332.8,33.7,33070.66
DO1,Sump5,3/18/26 20:10,24.64,7.95,6.56,24.58,102.915,50872.3,51327.1,33.69,33066.98
DO1,Sump5,3/18/26 20:12,24.64,7.96,6.57,24.58,102.898,50890.3,51345.2,33.71,33078.69
DO1,Sump5,3/18/26 20:14,24.64,7.97,6.58,24.58,102.881,50819.5,51273.9,33.65,33032.7
DO1,Sump5,3/18/26 20:16,24.64,7.97,6.58,24.58,102.847,50864.4,51315.8,33.68,33061.84
DO1,Sump5,3/18/26 20:18,24.65,7.96,6.57,24.58,102.864,50871.2,51322.7,33.69,33066.25
DO1,Sump5,3/18/26 20:20,24.64,7.95,6.57,24.59,102.933,50802.7,51247,33.63,33021.73
DO1,Sump5,3/18/26 20:22,24.64,7.96,6.56,24.59,102.898,50889.2,51334.3,33.7,33077.96
DO1,Sump5,3/18/26 20:24,24.64,7.96,6.57,24.58,102.881,50891.4,51339.8,33.7,33079.41
DO1,Sump5,3/18/26 20:26,24.64,7.96,6.57,24.58,102.881,50892.5,51340.9,33.7,33080.13
DO1,Sump5,3/18/26 20:28,24.65,7.95,6.56,24.58,102.864,50901.5,51350,33.71,33085.99
DO1,Sump5,3/18/26 20:30,24.64,7.95,6.56,24.58,102.881,50924.6,51376.6,33.73,33101
DO1,Sump5,3/18/26 20:32,24.64,7.94,6.55,24.58,102.846,50930.8,51389.4,33.74,33105.02
DO1,Sump5,3/18/26 20:34,24.64,7.94,6.55,24.57,102.898,50951.1,51413.2,33.76,33118.2
DO1,Sump5,3/18/26 20:36,24.63,7.96,6.57,24.57,102.881,50937,51398.9,33.75,33109.04
DO1,Sump5,3/18/26 20:38,24.64,7.96,6.57,24.57,102.864,50879.1,51340.5,33.7,33071.39
DO1,Sump5,3/18/26 20:40,24.63,7.97,6.58,24.57,102.898,50933,51394.9,33.74,33106.47
DO1,Sump5,3/18/26 20:42,24.64,7.97,6.57,24.57,102.898,50943.8,51409.1,33.75,33113.45
DO1,Sump5,3/18/26 20:44,24.63,7.97,6.57,24.57,102.881,50897.6,51365.7,33.72,33083.42
DO1,Sump5,3/18/26 20:46,24.62,7.96,6.57,24.56,102.88,50877.3,51355.2,33.71,33070.27
DO1,Sump5,3/18/26 20:48,24.63,7.95,6.56,24.56,102.829,50917.3,51395.6,33.74,33096.26
DO1,Sump5,3/18/26 20:50,24.62,7.97,6.58,24.55,102.88,50857.1,51338.1,33.7,33057.12
DO1,Sump5,3/18/26 20:52,24.62,7.95,6.56,24.56,102.88,50896.5,51374.5,33.73,33082.7
DO1,Sump5,3/18/26 20:54,24.63,7.93,6.54,24.56,102.898,50912.8,51390.9,33.74,33093.3
DO1,Sump5,3/18/26 20:56,24.62,7.92,6.54,24.56,102.932,50863.3,51341,33.7,33061.13
DO1,Sump5,3/18/26 20:58,24.62,7.92,6.54,24.56,102.949,50878.4,51356.3,33.71,33070.98
DO1,Sump5,3/18/26 21:00,24.62,7.91,6.53,24.56,102.949,50896.5,51374.5,33.73,33082.7
DO1,Sump5,3/18/26 21:02,24.61,7.91,6.52,24.55,102.932,50891.4,51372.7,33.73,33079.41
DO1,Sump5,3/18/26 21:04,24.62,7.88,6.5,24.56,102.966,50896.5,51374.5,33.73,33082.7
DO1,Sump5,3/18/26 21:06,24.62,7.88,6.5,24.56,102.949,50859.9,51337.6,33.7,33058.96
DO1,Sump5,3/18/26 21:08,24.62,7.89,6.51,24.55,102.949,50882.4,51363.6,33.72,33073.56
DO1,Sump5,3/18/26 21:10,24.62,7.87,6.49,24.55,102.932,50910.4,51395.2,33.74,33091.78
DO1,Sump5,3/18/26 21:12,24.62,7.85,6.48,24.55,102.984,50892.5,51377.1,33.73,33080.13
DO1,Sump5,3/18/26 21:14,24.61,7.85,6.47,24.55,102.949,50913.9,51398.7,33.74,33094.02
DO1,Sump5,3/18/26 21:16,24.62,7.85,6.47,24.55,102.932,50848.1,51335.5,33.7,33051.27
DO1,Sump5,3/18/26 21:18,24.61,7.82,6.45,24.55,102.966,50911.7,51396.4,33.74,33092.57
DO1,Sump5,3/18/26 21:20,24.61,7.79,6.43,24.55,102.966,50912.8,51394.2,33.74,33093.3
DO1,Sump5,3/18/26 21:22,24.62,7.78,6.42,24.55,102.949,50915.6,51397.1,33.74,33095.14
DO1,Sump5,3/18/26 21:24,24.62,7.78,6.42,24.55,102.898,50934.8,51416.4,33.76,33107.59
DO1,Sump5,3/18/26 21:26,24.62,7.77,6.41,24.56,102.915,50933.6,51412,33.75,33106.86
DO1,Sump5,3/18/26 21:28,24.62,7.75,6.39,24.56,102.932,50911.7,51389.8,33.74,33092.57
DO1,Sump5,3/18/26 21:30,24.63,7.71,6.36,24.56,102.932,50885.2,51363.2,33.72,33075.4
DO1,Sump5,3/18/26 21:32,24.62,7.69,6.35,24.56,102.949,50888.1,51359.4,33.72,33077.24
DO1,Sump5,3/18/26 21:34,24.63,7.71,6.36,24.57,102.984,50906.6,51374.8,33.73,33089.28
DO1,Sump5,3/18/26 21:36,24.63,7.7,6.36,24.57,102.932,50880.2,51344.9,33.71,33072.11
DO1,Sump5,3/18/26 21:38,24.63,7.71,6.36,24.58,102.933,50840.8,51295.3,33.67,33046.54
DO1,Sump5,3/18/26 21:40,24.64,7.72,6.37,24.59,102.933,50806.6,51247.7,33.63,33024.3
DO1,Sump5,3/18/26 21:42,24.64,7.74,6.39,24.6,102.881,50751.2,51185.2,33.59,32988.27
DO1,Sump5,3/18/26 21:44,24.66,7.75,6.4,24.6,102.933,50742.2,51172.9,33.58,32982.44
DO1,Sump5,3/18/26 21:46,24.66,7.78,6.42,24.6,102.933,50682.3,51112.5,33.54,32943.5
DO1,Sump5,3/18/26 21:48,24.66,7.82,6.46,24.6,102.951,50686.3,51113.2,33.54,32946.06
DO1,Sump5,3/18/26 21:50,24.67,7.82,6.46,24.6,102.916,50694.1,51121.1,33.54,32951.18
DO1,Sump5,3/18/26 21:52,24.67,7.82,6.46,24.6,102.968,50700.2,51127.3,33.55,32955.15
DO1,Sump5,3/18/26 21:54,24.66,7.84,6.48,24.6,102.916,50651.1,51081,33.51,32923.23
DO1,Sump5,3/18/26 21:56,24.67,7.86,6.5,24.6,102.985,50647.2,51073.8,33.51,32920.67
DO1,Sump5,3/18/26 21:58,24.66,7.87,6.5,24.6,102.968,50643.3,51069.8,33.5,32918.11
DO1,Sump5,3/18/26 22:00,24.66,7.86,6.49,24.61,102.951,50637.2,51060.4,33.5,32914.15
DO1,Sump5,3/18/26 22:02,24.67,7.84,6.48,24.61,102.933,50676.2,51099.8,33.53,32939.54
DO1,Sump5,3/18/26 22:04,24.67,7.82,6.46,24.6,102.968,50652.2,51078.9,33.51,32923.93
DO1,Sump5,3/18/26 22:06,24.66,7.79,6.44,24.6,102.933,50695.2,51122.2,33.54,32951.88
DO1,Sump5,3/18/26 22:08,24.66,7.77,6.42,24.59,103.002,50730.4,51167.5,33.58,32974.76
DO1,Sump5,3/18/26 22:10,24.67,7.76,6.41,24.59,102.898,50743.3,51187.1,33.59,32983.15
DO1,Sump5,3/18/26 22:12,24.65,7.74,6.39,24.58,102.915,50690.2,51146.6,33.56,32948.62
DO1,Sump5,3/18/26 22:14,24.64,7.72,6.37,24.56,102.932,50780.8,51254.4,33.64,33007.49
DO1,Sump5,3/18/26 22:16,24.63,7.69,6.35,24.55,102.932,50758.4,51238.4,33.63,32992.96
DO1,Sump5,3/18/26 22:18,24.63,7.7,6.35,24.55,102.915,50755.1,51241.7,33.63,32990.83
DO1,Sump5,3/18/26 22:20,24.62,7.71,6.36,24.55,103.001,50718.2,51197.8,33.6,32966.8
DO1,Sump5,3/18/26 22:22,24.62,7.7,6.36,24.56,103.001,50747.3,51217.3,33.61,32985.71
DO1,Sump5,3/18/26 22:24,24.63,7.7,6.36,24.57,102.95,50726,51186.1,33.59,32971.92
DO1,Sump5,3/18/26 22:26,24.63,7.7,6.36,24.58,102.967,50735,51191.8,33.59,32977.75
DO1,Sump5,3/18/26 22:28,24.64,7.71,6.37,24.58,102.967,50751.2,51208.2,33.61,32988.27
DO1,Sump5,3/18/26 22:30,24.64,7.73,6.38,24.58,102.915,50784.2,51241.5,33.63,33009.76
DO1,Sump5,3/18/26 22:32,24.64,7.75,6.4,24.57,102.967,50800,51264,33.65,33020
DO1,Sump5,3/18/26 22:34,24.63,7.74,6.39,24.56,102.949,50751.8,51221.9,33.61,32988.69
DO1,Sump5,3/18/26 22:36,24.63,7.72,6.37,24.56,102.932,50812.8,51290,33.66,33028.29
DO1,Sump5,3/18/26 22:38,24.63,7.7,6.36,24.55,102.949,50786.4,51266.7,33.65,33011.19
DO1,Sump5,3/18/26 22:40,24.62,7.73,6.38,24.56,102.949,50785.3,51262.3,33.64,33010.47
DO1,Sump5,3/18/26 22:42,24.63,7.73,6.38,24.56,102.967,50759.1,51229.2,33.62,32993.39
DO1,Sump5,3/18/26 22:44,24.63,7.73,6.38,24.56,102.949,50755.1,51225.3,33.62,32990.83
DO1,Sump5,3/18/26 22:46,24.62,7.72,6.37,24.56,102.932,50819.5,51293.6,33.67,33032.7
DO1,Sump5,3/18/26 22:48,24.63,7.73,6.38,24.56,102.932,50784.2,51257.9,33.64,33009.76
DO1,Sump5,3/18/26 22:50,24.62,7.73,6.38,24.56,102.932,50740,51216.6,33.61,32981.02
DO1,Sump5,3/18/26 22:52,24.63,7.73,6.38,24.56,102.898,50756.2,51232.9,33.62,32991.54
DO1,Sump5,3/18/26 22:54,24.62,7.76,6.41,24.56,102.949,50696.7,51172.9,33.58,32952.87
DO1,Sump5,3/18/26 22:56,24.62,7.8,6.44,24.56,102.967,50683,51155.7,33.57,32943.94
DO1,Sump5,3/18/26 22:58,24.62,7.83,6.46,24.56,102.967,50656.8,51129.3,33.55,32926.93
DO1,Sump5,3/18/26 23:00,24.62,7.83,6.47,24.56,102.984,50744,51214,33.61,32983.57
DO1,Sump5,3/18/26 23:02,24.63,7.84,6.47,24.56,102.898,50713.1,51189.4,33.59,32963.53
DO1,Sump5,3/18/26 23:04,24.62,7.83,6.46,24.55,102.949,50704.8,51187.6,33.59,32958.14
DO1,Sump5,3/18/26 23:06,24.62,7.8,6.44,24.54,102.914,50763.4,51253.4,33.64,32996.24
DO1,Sump5,3/18/26 23:08,24.61,7.77,6.41,24.54,102.897,50724.9,51217.7,33.61,32971.21
DO1,Sump5,3/18/26 23:10,24.6,7.75,6.4,24.54,102.949,50730,51226.1,33.62,32974.48
DO1,Sump5,3/18/26 23:12,24.6,7.73,6.38,24.54,102.897,50748.3,51247.9,33.63,32986.42
DO1,Sump5,3/18/26 23:14,24.6,7.72,6.37,24.54,102.88,50755.1,51254.8,33.64,32990.83
DO1,Sump5,3/18/26 23:16,24.6,7.69,6.35,24.53,102.88,50772.4,51275.5,33.65,33002.07
DO1,Sump5,3/18/26 23:18,24.6,7.65,6.32,24.53,102.897,50774.2,51280.6,33.66,33003.21
DO1,Sump5,3/18/26 23:20,24.59,7.62,6.29,24.53,102.931,50832.5,51342.7,33.7,33041.11
DO1,Sump5,3/18/26 23:22,24.59,7.59,6.26,24.53,102.931,50805.5,51315.5,33.68,33023.58
DO1,Sump5,3/18/26 23:24,24.59,7.58,6.25,24.53,102.914,50814.5,51324.6,33.69,33029.42
DO1,Sump5,3/18/26 23:26,24.59,7.57,6.24,24.53,102.914,50839.7,51350.1,33.71,33045.83
DO1,Sump5,3/18/26 23:28,24.59,7.58,6.26,24.53,102.914,50843.7,51354.1,33.71,33048.39
DO1,Sump5,3/18/26 23:30,24.59,7.58,6.25,24.53,102.897,50874,51381.4,33.73,33068.1
DO1,Sump5,3/18/26 23:32,24.59,7.58,6.25,24.53,102.931,50890.9,51398.5,33.74,33079.09
DO1,Sump5,3/18/26 23:34,24.59,7.59,6.26,24.53,102.914,50890.3,51394.6,33.74,33078.69
DO1,Sump5,3/18/26 23:36,24.6,7.6,6.27,24.54,102.88,50877.9,51378.8,33.73,33070.66
DO1,Sump5,3/18/26 23:38,24.59,7.62,6.29,24.54,102.949,50822.4,51319.4,33.69,33034.55
DO1,Sump5,3/18/26 23:40,24.6,7.64,6.31,24.54,102.914,50798.3,51291.8,33.66,33018.88
DO1,Sump5,3/18/26 23:42,24.6,7.65,6.31,24.54,102.932,50857.7,51348.5,33.71,33057.52
DO1,Sump5,3/18/26 23:44,24.6,7.64,6.3,24.55,102.915,50842.6,51330,33.69,33047.67
DO1,Sump5,3/18/26 23:46,24.61,7.65,6.31,24.54,102.932,50834.7,51325.3,33.69,33042.55
DO1,Sump5,3/18/26 23:48,24.6,7.65,6.31,24.54,102.88,50848.7,51342.7,33.7,33051.67
DO1,Sump5,3/18/26 23:50,24.6,7.64,6.31,24.54,102.88,50819.5,51310,33.68,33032.7
DO1,Sump5,3/18/26 23:52,24.61,7.68,6.34,24.55,102.88,50804.4,51288.1,33.66,33022.87
